,city,value,table,subject,gender
8883,广    东,64529347.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8884,广    西,24893417.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8885,海    南,5152846.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8886,重    庆,15771655.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8887,四    川,41152443.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8888,贵    州,18792138.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8889,云    南,23525719.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8890,西    藏,1826108.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8891,陕    西,19586107.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8892,甘    肃,12239650.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8893,青    海,2920497.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8894,宁    夏,3526853.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8895,新    疆,13036157.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,男
8896,全    国,668616517.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8897,北    京,10433458.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8898,天    津,6566982.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8899,河    北,35890489.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8900,山    西,16628817.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8901,内 蒙 古,11491466.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8902,辽    宁,20951755.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8903,吉    林,11856115.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8904,黑 龙 江,15684723.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8905,上    海,11776947.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8906,江    苏,40762081.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8907,浙    江,30128765.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8908,安    徽,29001918.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8909,福    建,19465995.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8910,江    西,21210328.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8911,山    东,48553261.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8912,河    南,47974519.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8913,湖    北,27298840.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8914,湖    南,31533303.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8915,广    东,57094469.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8916,广    西,23309945.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8917,海    南,4576372.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8918,重    庆,15452734.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8919,四    川,40331482.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8920,贵    州,18047737.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8921,云    南,21960409.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8922,西    藏,1650939.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8923,陕    西,18708819.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8924,甘    肃,11889351.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8925,青    海,2783482.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8926,宁    夏,3400743.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8927,新    疆,12200273.0,1-6  各地区分性别、受教育程度的3岁及以上人口,3岁及以上人口,女
8928,全    国,48595937.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8929,北    京,300020.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8930,天    津,245381.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8931,河    北,1585439.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8932,山    西,558245.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8933,内 蒙 古,901203.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8934,辽    宁,637161.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8935,吉    林,452548.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8936,黑 龙 江,607114.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8937,上    海,501040.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8938,江    苏,2803412.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8939,浙    江,2466512.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8940,安    徽,3428334.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8941,福    建,1525902.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8942,江    西,1181506.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8943,山    东,4360428.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8944,河    南,3055491.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8945,湖    北,1729266.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8946,湖    南,1584362.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8947,广    东,2904977.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8948,广    西,1527549.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8949,海    南,304077.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8950,重    庆,702972.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8951,四    川,3817982.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8952,贵    州,2951819.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8953,云    南,2645972.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8954,西    藏,900978.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8955,陕    西,1358780.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8956,甘    肃,1936220.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8957,青    海,578699.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8958,宁    夏,422737.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8959,新    疆,619811.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,小计
8960,全    国,14455827.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8961,北    京,99043.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8962,天    津,77563.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8963,河    北,477744.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8964,山    西,192641.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8965,内 蒙 古,269547.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8966,辽    宁,229275.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8967,吉    林,161207.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8968,黑 龙 江,216081.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8969,上    海,125256.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8970,江    苏,686569.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8971,浙    江,721329.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8972,安    徽,922536.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8973,福    建,385462.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8974,江    西,318658.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8975,山    东,1193301.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8976,河    南,896451.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8977,湖    北,457794.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8978,湖    南,519688.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8979,广    东,968789.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8980,广    西,448916.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8981,海    南,82475.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8982,重    庆,216050.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8983,四    川,1170589.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8984,贵    州,789029.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8985,云    南,851209.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8986,西    藏,371034.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8987,陕    西,434741.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8988,甘    肃,586554.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8989,青    海,202266.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8990,宁    夏,133717.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8991,新    疆,250313.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,男
8992,全    国,34140110.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8993,北    京,200977.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8994,天    津,167818.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8995,河    北,1107695.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8996,山    西,365604.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8997,内 蒙 古,631656.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8998,辽    宁,407886.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
8999,吉    林,291341.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9000,黑 龙 江,391033.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9001,上    海,375784.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9002,江    苏,2116843.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9003,浙    江,1745183.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9004,安    徽,2505798.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9005,福    建,1140440.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9006,江    西,862848.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9007,山    东,3167127.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9008,河    南,2159040.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9009,湖    北,1271472.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9010,湖    南,1064674.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9011,广    东,1936188.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9012,广    西,1078633.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9013,海    南,221602.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9014,重    庆,486922.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9015,四    川,2647393.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9016,贵    州,2162790.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9017,云    南,1794763.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9018,西    藏,529944.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9019,陕    西,924039.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9020,甘    肃,1349666.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9021,青    海,376433.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9022,宁    夏,289020.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9023,新    疆,369498.0,1-6  各地区分性别、受教育程度的3岁及以上人口,未上过学,女
9024,全    国,53355845.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9025,北    京,603292.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9026,天    津,394532.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9027,河    北,3038704.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9028,山    西,1143970.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9029,内 蒙 古,680780.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9030,辽    宁,898066.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9031,吉    林,491573.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9032,黑 龙 江,554536.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9033,上    海,597428.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9034,江    苏,2912866.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9035,浙    江,1984851.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9036,安    徽,2440991.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9037,福    建,1880298.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9038,江    西,1865887.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9039,山    东,4365487.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9040,河    南,4570184.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9041,湖    北,2003290.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9042,湖    南,2529385.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9043,广    东,5202168.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9044,广    西,2558356.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9045,海    南,417084.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9046,重    庆,1081465.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9047,四    川,2921011.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9048,贵    州,1770475.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9049,云    南,1840396.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9050,西    藏,170697.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9051,陕    西,1501065.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9052,甘    肃,1007385.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9053,青    海,236973.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9054,宁    夏,267417.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9055,新    疆,1425233.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,小计
9056,全    国,27868882.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9057,北    京,311609.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9058,天    津,204887.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9059,河    北,1589403.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9060,山    西,586288.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9061,内 蒙 古,353091.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9062,辽    宁,463414.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9063,吉    林,252719.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9064,黑 龙 江,283318.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9065,上    海,309463.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9066,江    苏,1502630.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9067,浙    江,1025744.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9068,安    徽,1278903.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9069,福    建,1000943.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9070,江    西,992537.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9071,山    东,2314673.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9072,河    南,2372328.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9073,湖    北,1055261.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9074,湖    南,1322377.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9075,广    东,2758368.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9076,广    西,1358632.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9077,海    南,225445.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9078,重    庆,557131.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9079,四    川,1484995.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9080,贵    州,941148.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9081,云    南,950328.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9082,西    藏,87282.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9083,陕    西,774383.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9084,甘    肃,519296.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9085,青    海,121957.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9086,宁    夏,137968.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9087,新    疆,732361.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,男
9088,全    国,25486963.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9089,北    京,291683.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9090,天    津,189645.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9091,河    北,1449301.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9092,山    西,557682.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9093,内 蒙 古,327689.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9094,辽    宁,434652.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9095,吉    林,238854.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9096,黑 龙 江,271218.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9097,上    海,287965.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9098,江    苏,1410236.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9099,浙    江,959107.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9100,安    徽,1162088.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9101,福    建,879355.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9102,江    西,873350.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9103,山    东,2050814.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9104,河    南,2197856.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9105,湖    北,948029.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9106,湖    南,1207008.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9107,广    东,2443800.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9108,广    西,1199724.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9109,海    南,191639.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9110,重    庆,524334.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9111,四    川,1436016.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9112,贵    州,829327.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9113,云    南,890068.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9114,西    藏,83415.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9115,陕    西,726682.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9116,甘    肃,488089.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9117,青    海,115016.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9118,宁    夏,129449.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9119,新    疆,692872.0,1-6  各地区分性别、受教育程度的3岁及以上人口,学前教育,女
9120,全    国,349658733.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9121,北    京,2299436.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9122,天    津,2235598.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9123,河    北,18402004.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9124,山    西,6810494.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9125,内 蒙 古,5682035.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9126,辽    宁,8044767.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9127,吉    林,5372822.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9128,黑 龙 江,6963286.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9129,上    海,2966844.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9130,江    苏,19273379.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9131,浙    江,17035698.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9132,安    徽,16401020.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9133,福    建,11643957.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9134,江    西,12433186.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9135,山    东,24054559.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9136,河    南,24400942.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9137,湖    北,13583374.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9138,湖    南,16753085.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9139,广    东,26054418.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9140,广    西,13963013.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9141,海    南,1986102.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9142,重    庆,9582173.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9143,四    川,26204828.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9144,贵    州,12309291.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9145,云    南,16838243.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9146,西    藏,1171335.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9147,陕    西,8572159.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9148,甘    肃,7457905.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9149,青    海,1938626.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9150,宁    夏,1880672.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9151,新    疆,7343482.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,小计
9152,全    国,164893183.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9153,北    京,1083828.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9154,天    津,1071316.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9155,河    北,8581062.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9156,山    西,3135342.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9157,内 蒙 古,2660207.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9158,辽    宁,3715818.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9159,吉    林,2518160.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9160,黑 龙 江,3256487.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9161,上    海,1369563.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9162,江    苏,8702944.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9163,浙    江,8229110.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9164,安    徽,7651045.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9165,福    建,5335122.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9166,江    西,5670601.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9167,山    东,11034528.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9168,河    南,11418873.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9169,湖    北,6302894.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9170,湖    南,7926050.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9171,广    东,12294766.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9172,广    西,6663885.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9173,海    南,943931.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9174,重    庆,4544916.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9175,四    川,12638740.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9176,贵    州,6121540.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9177,云    南,8351242.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
9178,西    藏,649009.0,1-6  各地区分性别、受教育程度的3岁及以上人口,小    学,男
